site,E,N,z_floor_ft,acc_ha,valley_grade_tan,ux,uy,vx,vy,crest_ft,nwl_ft,H_max_m,abut_L,abut_R,dam_len_m,fill_cfrd_Mm3,fill_rcc_Mm3,gross_Mm3,water_acre,water_out_acre,spill,abut_in_parcel,eff_cfrd,head_m
10,686346.0,4356166.0,3686.0466754342647,14.1904,0.30996567220306964,-0.9953329548342738,0.09650030580715072,0.1643989873053573,-0.9863939238321437,3950.0,3930.0,80.45297332763607,158.0,358.0,516.0,1.699485127203121,0.5245386616154608,0.7598630703203137,9.125107526819482,0.0,False,True,0.4471136923515398,466.34400000000005
11,686670.0,4356054.0,3901.1037075057166,13.8176,0.23801916636679152,-0.8345119301206996,-0.5509898714915044,0.31622776601683794,-0.9486832980505138,4050.0,4030.0,45.38358995225758,100.0,146.0,246.0,0.3688207034634683,0.12307219446955489,0.21099530113183684,4.364869458236009,1.0437731313173064,False,False,0.5720809573607245,496.824
11,686670.0,4356054.0,3901.1037075057166,13.8176,0.23801916636679152,-0.8345119301206996,-0.5509898714915044,0.31622776601683794,-0.9486832980505138,4100.0,4080.0,60.62358995225759,142.0,178.0,320.0,0.8278285517629156,0.2666018077485165,0.5835975128574239,7.852020601500645,3.147134138365818,False,False,0.7049738881494416,512.0640000000001
12,686690.0,4356026.0,3934.712745108043,13.1344,0.2992782804838498,-0.8320502943378437,-0.5547001962252291,0.5547001962252291,-0.8320502943378437,4050.0,4030.0,35.13955529106852,84.0,146.0,230.0,0.23380816593502388,0.07902740494011458,0.09713963620507866,2.6450160032245376,0.6563118931767912,False,False,0.41546725203804097,496.824
12,686690.0,4356026.0,3934.712745108043,13.1344,0.2992782804838498,-0.8320502943378437,-0.5547001962252291,0.5547001962252291,-0.8320502943378437,4100.0,4080.0,50.37955529106853,122.0,176.0,298.0,0.6366183533648707,0.20358298441878764,0.3451581169619154,5.531206858761029,2.5066369896029252,False,False,0.5421743107743735,512.0640000000001
13,686358.0,4356138.0,3718.888498875306,12.0688,0.32568847703243287,-0.9982034669914623,-0.05991526087921628,0.31622776601683794,-0.9486832980505138,3850.0,3830.0,39.962785542806614,78.0,68.0,146.0,0.20083566944017692,0.06495035998384896,0.0599945577128907,1.316577472457057,0.0,False,True,0.29872461341216744,435.86400000000003
13,686358.0,4356138.0,3718.888498875306,12.0688,0.32568847703243287,-0.9982034669914623,-0.05991526087921628,0.31622776601683794,-0.9486832980505138,3900.0,3880.0,55.20278554280662,104.0,96.0,200.0,0.48451218972308324,0.15096819906945547,0.18356529208300806,2.7596729002253024,0.0,False,True,0.37886619981206765,451.10400000000004
13,686358.0,4356138.0,3718.888498875306,12.0688,0.32568847703243287,-0.9982034669914623,-0.05991526087921628,0.31622776601683794,-0.9486832980505138,3950.0,3930.0,70.44278554280663,132.0,336.0,468.0,1.3202425894672831,0.40769627394285507,0.5654017080644541,7.840159543190222,0.0,False,True,0.42825592249117894,466.34400000000005
13,686358.0,4356138.0,3718.888498875306,12.0688,0.32568847703243287,-0.9982034669914623,-0.05991526087921628,0.31622776601683794,-0.9486832980505138,4000.0,3980.0,85.68278554280664,160.0,380.0,540.0,2.4873783140612202,0.7513080729474184,1.230591374090823,14.150242564335755,0.05139791934517039,False,True,0.4947343020296731,481.584
14,686370.0,4356110.0,3749.325296975467,11.608,0.30300258304535344,-0.9982034669914623,0.05991526087921617,0.4472135954999579,-0.8944271909999159,3850.0,3830.0,30.68564948187759,80.0,44.0,124.0,0.09906470766738058,0.033845973823032546,0.018631699631835974,0.6246824043489939,0.0,False,True,0.18807605726141868,435.86400000000003
